business_id,name,city,avg_rating,std_rating,review_count,avg_sentiment,median_price
--onnLZrsCazmcy2P_7fcw,Sizzler,Goleta,3.0,1.5275252316519468,7,0.5714285714285714,2.0
-8iATYRnN46Km0_-ldx6cg,Pace food+drink,Santa Barbara,4.240963855421687,1.1129035074378504,166,0.8313253012048193,2.0
-9r8nAzWyRSLxBWt8uQOdA,Hana Kitchen,Isla Vista,3.0495626822157433,1.481027613061315,343,0.521865889212828,1.0
-ALqLSTzkGDMscHdxA1NgA,Su Casa Fresh Mexican Grill,Santa Barbara,4.344827586206897,0.9364012444675596,29,0.8275862068965517,1.0
-BdYhP-12elmFV7oB1iv4A,Corner Tap Room,Santa Barbara,4.795454545454546,0.5094249130852175,44,0.9090909090909091,
-CoZunWzch6HzMaM34dOEQ,Mels Place,Santa Barbara,3.6,0.8944271909999159,5,0.6,
-FM4CxOg4XXmX_Ebky_SiQ,Finch & Fork,Santa Barbara,4.204323570432357,1.1035479146392415,1434,0.8145048814504882,2.0
-FRHYI6doGCjIsXiKHkUqw,Deja Vu Cafe IV,Goleta,2.641509433962264,1.5380177672221815,106,0.39622641509433965,1.0
-Fka99c-tJ-epWYNIobqyQ,Pizza Mizza,Santa Barbara,3.5722222222222224,1.3783260657904906,180,0.6388888888888888,2.0
-H-fZonTLitwHFY_PLAIjA,Taffy's Pizza,Santa Barbara,3.8535353535353534,1.4439661350777568,198,0.7171717171717171,2.0
-I7M6l0h46VdiN09Y1NUZw,Apna Indian Kitchen,Santa Barbara,4.6117647058823525,0.9691393736305804,255,0.8862745098039215,2.0
-Lwq2vdrQolANLzEbYMPpQ,Le Crepe Shoppe,Santa Barbara,4.181818181818182,1.0527227119356304,22,0.8636363636363636,1.0
-M7wzxpUsdSkQd9PDGsJWA,Tyler's Donuts,Carpinteria,3.962962962962963,1.302580355873693,54,0.7222222222222222,1.0
-SS3ep20HKhuOhzDkkt9aA,Tinker's Burgers,Summerland,3.8186274509803924,1.4285774654561914,204,0.6911764705882353,2.0
-TArOdux8Z4oH-jIM1FJuQ,Bistro 1111,Santa Barbara,3.4285714285714284,1.2143534814378325,63,0.5714285714285714,2.0
-TSPsir3LSLO9vVBkvkqUw,The Coffee Bean & Tea Leaf,Carpinteria,3.4166666666666665,1.586934649543233,60,0.6166666666666667,2.0
-VvMsFD0W2nQuO9buaeC1g,Los Tarascos,Goleta,4.291666666666667,0.9227126320792414,144,0.8958333333333334,1.0
-e8RwknT5szoLk9uBZjzcw,Riverbench Santa Barbara Tasting Room,Santa Barbara,4.098360655737705,1.2425635728158229,122,0.8278688524590164,2.0
-fxH1XplVLVtWg2ZJWwRdA,Sam's To Go,Santa Barbara,4.4772727272727275,1.0502027470076252,88,0.8636363636363636,1.0
-ipZBVF9nWm1vzrvQ3444A,Habit Burger Grill,Santa Barbara,3.8308823529411766,1.2739855633743558,136,0.7647058823529411,1.0
-jrT-2bTSDaqJtzHRpY9ag,Dumpling King,Isla Vista,3.727272727272727,1.4459976109624424,55,0.6181818181818182,1.0
-kOUmMiIimNSBIDdFN0x-Q,Beachside Bar-Cafe,Goleta,3.58868501529052,1.307509392042931,654,0.672782874617737,2.0
-kY_HDP7IMvGl-kBIZVU4A,Dune Coffee Roasters - Anacapa,Santa Barbara,4.1030303030303035,1.2333966860248866,330,0.7909090909090909,2.0
-kfHz1kimX62QEceFkkB_g,Edomasa,Santa Barbara,3.641646489104116,1.2931519410679813,413,0.7167070217917676,2.0
-loV4cB2Uh9TCltTRgGzWQ,Renaud's Patisserie & Bistro,Santa Barbara,4.2072538860103625,1.1297852791273713,386,0.7979274611398963,2.0
-nwNPb3G-0L95igrhkvMtw,Panda Express,Santa Barbara,2.63265306122449,1.523344423068046,49,0.3469387755102041,1.0
-r6nmLB5Vi2TLQCxh0_dtw,South Coast Deli- Carrillo,Santa Barbara,4.226244343891403,1.2444198772656163,221,0.8099547511312217,1.0
-ujBP1Dw0j1-Ffaz97-LXQ,Lama Dog Tap Room,Santa Barbara,4.0699588477366255,1.239519200956226,243,0.7983539094650206,2.0
04Ss49U_QKYLotcJMAH8cA,Ike’s Love & Sandwiches,Santa Barbara,3.95,1.4310764472870756,100,0.72,2.0
06pNHtxgPhGhZpM0Z2uzNw,Hollister Brewing Company,Goleta,3.4007029876977155,1.3431095141164302,569,0.6362038664323374,2.0
07yUvKzFb-yPzJKoT0zamQ,Piranha Restaurant & Sushi Bar,Santa Barbara,3.0,1.1547005383792515,7,0.42857142857142855,3.0
0LXeNx7wGTqbMSwKkGC3xg,Altamirano Mexican Restaurant,Santa Barbara,3.88,1.3012814197295424,25,0.8,2.0
0Qs-G8Xs-mz-jmQH5lez5A,Museum Cafe,Santa Barbara,4.478260869565218,0.8458220969937152,23,0.9130434782608695,2.0
0RxU5OglQyPVtLKC1LPgsA,Bree'osh,Santa Barbara,4.555772994129159,0.8967921805156193,511,0.8786692759295499,2.0
0WrdiQ4qJBu2Gc7wRcIfdw,Tupelo Junction Cafe,Santa Barbara,3.957569913211186,1.139045982043631,1037,0.7743490838958534,2.0
0YI4tyK4MrTAveuj2js4OA,Firehouse Subs,Isla Vista,4.416666666666667,1.0598058340078627,24,0.8333333333333334,1.0
0ac5lGA_0wdKDnib3y59Xg,Flor De Maiz,Santa Barbara,4.1863636363636365,1.2972005795363297,440,0.7477272727272727,2.0
0c28ysQJ_M1fVToTFV-FWQ,Wingman Rodeo - Montecito Street,Santa Barbara,4.0227272727272725,1.284770115418108,44,0.6818181818181818,2.0
0cWnURpfrb4MqKSzyVN4SQ,Alcazar Tapas Bar,Santa Barbara,4.2064516129032254,1.0672015486171098,155,0.864516129032258,2.0
0f0l62WKla-j2cfnPn7P2Q,The Coffee Bean & Tea Leaf,Goleta,3.684931506849315,1.508095859102972,73,0.6164383561643836,1.0
0iHHsSqphxrBWWecYEJcuQ,Cajé Coffee - Arlington St,Santa Barbara,4.638888888888889,0.6981979935409891,72,0.9444444444444444,2.0
0iLgVQpBeIYYwQZIblTTVw,Cafe 154,Santa Barbara,3.8,1.2292725943057183,10,0.8,
0it-2gWk_gyuZyEMQzBBuQ,Corktree Cellars Wine Bar & Bistro,Carpinteria,3.8559670781893005,1.3141927851718052,243,0.7325102880658436,2.0
0m0SQSIzM9WcDhJ7UEVCLQ,Ty Lounge,Santa Barbara,4.1875,1.0906494070196242,32,0.8125,3.0
0mUVD5sDXZjd66XwATN8XA,Phresh Teas,Goleta,3.990566037735849,1.3273337615856466,106,0.7358490566037735,1.0
0nR7jHCkFEzmA1n2b5g1nw,Basil's Italian,Santa Barbara,4.276923076923077,1.2563301256498567,65,0.7692307692307693,2.0
0qu0fNTOsSmuREYVIMPuIQ,Cold Spring Tavern,Santa Barbara,4.2847490347490345,1.0736182152987572,1036,0.833011583011583,2.0
0tbscjPg4IzURekIn_CJ1Q,Juice Ranch,Santa Barbara,4.124183006535947,1.314495407681056,153,0.7450980392156863,2.0
0yD-SZAfjpH36-o7_pospw,Rincon Brewery,Isla Vista,3.8666666666666667,1.245945806357946,15,0.8,2.0
11RNOheZvab_FDcLtsZUug,Chilitos Restaurant,Goleta,3.0,1.4142135623730951,8,0.0,1.0
12Gc4OFQ-WAW0fAk2hRZuQ,Kin Bakeshop,Santa Barbara,5.0,0.0,25,0.96,
18eWJFJbXyR9j_5xfcRLYA,Siam Elephant,Carpinteria,4.2957446808510635,1.0406364804067312,470,0.8680851063829788,2.0
1Du1NruqJwxnzgEUHc42Jw,SB Sunshine Cafe,Santa Barbara,4.535211267605634,1.002322575211245,213,0.8732394366197183,2.0
1FURjeGJi_LBXcJQg8eskw,Padaro Beach Grill,Carpinteria,4.341758241758241,1.030189610973612,910,0.8802197802197802,2.0
1J0NIfmrSuV72KzhmYFxMA,Pane E Vino,Montecito,3.9875,1.2477194386032278,80,0.725,2.0
1ONK4BD8Fuh1mfBCrB2aOQ,Crazy Jim's Tacos Y Más,Santa Barbara,4.111111111111111,1.2313975269103985,18,0.7222222222222222,
1U8Kt44FIkC7RnJsNjaMTA,Teru Japanese Cuisine,Santa Barbara,4.628571428571429,0.972737625156423,35,0.8857142857142857,
1cYZIJM5P3yOsIjq8qxoSw,On the Side,Isla Vista,3.5714285714285716,1.2724180205607034,7,0.5714285714285714,2.0
1hRWfuA-8THwYsDYgj-oIg,Holdren's Grill,Goleta,2.5510204081632653,1.3853583244326462,49,0.3469387755102041,3.0
1kVnChI4aqsPw9i2PVqkkw,Fresco Cafe,Santa Barbara,3.8900709219858154,1.3280336232794385,282,0.7624113475177305,2.0
1l4-uhraQzNiRjppKyMUUQ,Jeannine's American Bakery Restaurant,Goleta,4.495726495726496,1.0636950206541058,117,0.9145299145299145,2.0
1lwulkAD5htni3rbHW8oeg,Subway,Santa Barbara,2.8333333333333335,1.8504708655481241,12,0.4166666666666667,1.0
1oGCzoCC6HnQWpdK9cCP0g,Low Pigeon Coffee Roasters,Santa Barbara,4.76595744680851,0.6121622512256609,94,0.9361702127659575,2.0
1pYZMmpdy2MviWBbagMwbA,Italian & Greek Delicatessen,Santa Barbara,4.333333333333333,0.5163977794943223,6,0.8333333333333334,1.0
1pd4VYTww1UWDVai2r2RKg,805 Boba,Santa Barbara,3.1850393700787403,1.5833910046298376,254,0.5118110236220472,1.0
1rC0hBT49gVljFQYTIGIaA,The James Joyce,Santa Barbara,3.7590361445783134,1.2561640642294336,166,0.7168674698795181,2.0
1xsBRB203LiYLcC3mktfdA,Kunin Wines,Santa Barbara,3.9005847953216373,1.230279598829822,171,0.7543859649122807,2.0
2-cH9tqCu3yHRJJoKTYjHw,European Deli,Goleta,4.545454545454546,0.6875516509523286,11,0.8181818181818182,1.0
22q2wGlAmJN8MkhZl2RzRw,Sakura Express,Santa Barbara,1.9411764705882353,1.0714243272982744,34,0.29411764705882354,1.0
23OxrUaCvvVrwSa1z3xG-w,Recipes Bakery & Gifts: An Australian Coffee House,Santa Barbara,4.343511450381679,1.1420022387584967,131,0.8625954198473282,2.0
27zlxlmlQu9KBr5Vj4MGeg,Pickles & Swiss,Goleta,4.3906633906633905,1.1861070735291224,814,0.8378378378378378,2.0
29YqJwOGEuAWqlHZxMc1OA,Paradise Cafe,Santa Barbara,3.51027397260274,1.3354397168707572,292,0.6643835616438356,2.0
29t8lDBLiwkEd1HA356dOw,Bagel Cafe,Goleta,3.849872773536896,1.340254405524278,393,0.7150127226463104,1.0
2DBo3WFKwpbtl9kJzuroIg,Mika,Goleta,2.46875,0.9152604071537378,32,0.34375,2.0
2N9WHETHcYJsfYpHQ-qN_A,Crushcakes Cafe & Simply Pies,Goleta,3.6134969325153374,1.4920577942594202,163,0.6441717791411042,2.0
2OJqIloZMAZXCW3uzF8jJw,El Sitio,Santa Barbara,3.789473684210526,1.2767758112768801,38,0.5789473684210527,1.0
2QaNH5-RCRNIkToUOBc22Q,La Salsa Fresh Mexican Grill,Santa Barbara,4.115384615384615,1.243444347831396,26,0.8846153846153846,2.0
2QvkOHC-pWGiAmvQ9xX64Q,Nardonne's La Famiglia Pizzeria,Santa Barbara,4.351063829787234,1.0646565078713965,94,0.8404255319148937,2.0
2RtyOlU9mwyVisvgOECaDA,Uniboil,Goleta,3.9908256880733943,1.3232790778450432,218,0.6926605504587156,2.0
2T7622XwGOhJf7O4ND_XBA,Angry Wings,Isla Vista,3.4,1.4732176927970864,55,0.5454545454545454,2.0
2WHu0k5VVM1Pn9AFzkSBlA,Here's the Scoop,Montecito,3.6396396396396398,1.5885544760899208,111,0.6936936936936937,2.0
2Y0L3Hf6U-76jGvviKy5pA,El Taco Grande,Carpinteria,3.1709401709401708,1.620401175798005,117,0.5726495726495726,1.0
2YnQAJdeFrcgPa8MqIYcDg,Cody's Cafe,Santa Barbara,3.675324675324675,1.3476151785605806,308,0.698051948051948,2.0
2YoQRByvTjdP4GSVnPcANA,Pastavino,Goleta,2.9038461538461537,1.3174487434255437,52,0.4423076923076923,2.0
2aP9wvEqpGLLDVpWTWlAog,Reynaldo's  Bakery,Carpinteria,4.2481203007518795,1.1959908725555868,133,0.8345864661654135,1.0
2bl6G1zgXUHbMGwEocqMSg,Daves Dogs - Cart,Santa Barbara,4.833333333333333,0.513785125591918,162,0.9753086419753086,1.0
2h3SEwpI6fiuTF9mcN1S_Q,El Zarape,Santa Barbara,4.137931034482759,1.286535041805354,87,0.7816091954022989,1.0
2nF2syYoD5VBFk01le6NkA,Montecito Deli & Catering,Santa Barbara,4.28125,0.9583041136265401,32,0.875,1.0
2pBNVsJo3a3CPbInUu9lvQ,Char West,Santa Barbara,2.8208955223880596,1.5406801850518423,134,0.4925373134328358,2.0
2rv-W-PBYciHvOhruq8rlg,Java Jones,Goleta,3.533333333333333,1.3020130933435712,15,0.6666666666666666,1.0
2swMZVA832zkmdPBrddPRQ,Backyard Bowls,Goleta,4.226890756302521,1.1395237349199177,238,0.8445378151260504,1.0
2xxkaRy7rP5EUyjFt2J5kA,Nikka Ramen,Goleta,4.295138888888889,1.0382480133369225,576,0.8263888888888888,2.0
3-dQbvti2EpSfs9jKcyIjQ,State & A Bar and Grill,Santa Barbara,2.903225806451613,1.2477937519124818,31,0.4838709677419355,2.0
304FY8qhcOpm9SIkrzmhoQ,Reunion Kitchen + Drink,Santa Barbara,4.629032258064516,0.7067327495384851,62,0.9032258064516129,2.0
34Eqv8jXgxg_EEwcsNgeeg,Backyard Bowls,Santa Barbara,4.250746268656717,1.109730455742788,670,0.8313432835820895,2.0
3DSgJFIaXjdknbZn3LSnPQ,Dart Coffee Co,Santa Barbara,4.432,0.9946307468506318,125,0.888,2.0
3ESm27p4DACKCpzZmiRxgw,Mala Town,Goleta,3.8,0.8366600265340757,5,0.6,
3RtMd3VZ21WL5auDr6Jp9A,Cafe Zoma,Santa Barbara,3.8214285714285716,1.2187902754164621,28,0.75,2.0
3VrqxApK-iwfRohlAuIt0g,Cajun Kitchen Cafe,Goleta,4.12280701754386,1.1221057233895535,114,0.7368421052631579,2.0
3Wy21heeDm8h2tSZfcj6OA,Lure Fish House,Santa Barbara,4.394393741851369,0.9939122544716857,1534,0.8520208604954368,2.0
3XjwPkcbuhssRwZKnoYOyQ,The Pan,Santa Barbara,4.0476190476190474,1.2835961388299078,21,0.8095238095238095,2.0
3bZADX_g9efvqGXaAY7Kbg,Petros Restaurant,Santa Barbara,3.8923076923076922,1.3972330195865672,195,0.7025641025641025,2.0
3cnjGli5iwGsUF06Dne9Yg,Challwa,Santa Barbara,4.6,0.5477225575051661,5,1.0,
3czlT5lRF9uKmGZ2rknJqA,Santa Barbara Tamales To Go,Santa Barbara,4.0,1.5,9,0.6666666666666666,2.0
3fH5YQKRJu55TFPnMhv1ZQ,Freeman's Flying Chicken,Santa Barbara,3.5757575757575757,1.7144660799776525,33,0.6060606060606061,2.0
3fpAmsSuEFNF29UUPpgwlw,Spudnuts & Bagels,Santa Barbara,4.73,0.7386374511767841,300,0.9433333333333334,1.0
3lty2YUwjp61iUqNgKVEMw,Marmalade Cafe,Santa Barbara,3.3675675675675674,1.4276108907766711,185,0.5675675675675675,2.0
3rzlcCvPUJ56jvYWl7iGvA,Modern Times Kitchen,Santa Barbara,4.574074074074074,0.963520507303508,54,0.9259259259259259,2.0
3tvi-OJ_-iK1ecjzSaH-oA,Hook And Press Donuts,Santa Barbara,4.36322869955157,0.9808492260371469,223,0.8251121076233184,1.0
3xJ_6qxRA0sdUm3ThCPiCw,Giannfranco's Trattoria,Carpinteria,3.8156028368794326,1.55836777864375,282,0.6666666666666666,2.0
425FOxIzHPcOB0niWc6-1w,Spudnuts Donuts,Santa Barbara,3.5,1.4177803109441922,100,0.6,1.0
42cHjHD6Kkv7Ms3-lLsimw,Takenoya,Goleta,2.445945945945946,1.3359301504574062,74,0.3783783783783784,2.0
45D7B9CqiUTTPUFcqmLx5Q,Live Oak Cafe,Santa Barbara,4.322097378277154,1.0410730898701335,267,0.8726591760299626,2.0
45Ut-AN8h3c88-pYTrGBnA,PokeCeviche,Goleta,3.7950310559006213,1.3969520948405862,161,0.6086956521739131,2.0
49Sy1N3MTnK6Eslh1tgZQQ,Matty's Hot Chicken,Santa Barbara,3.6666666666666665,1.3706888336846839,12,0.75,
4D7QDfPOsSPfKxBi3gs_qQ,Olio Pizzeria,Santa Barbara,4.0390625,1.2257177881731711,640,0.75625,2.0
4F3wxihvRNXK9cuxlOOJBg,Blaze Pizza,Goleta,3.6792452830188678,1.406678261222053,159,0.6918238993710691,1.0
4FdsX3MbkcdBRAr1aymF6A,La Paloma Cafe,Santa Barbara,4.441558441558442,1.1527256771110914,77,0.8571428571428571,
4IqrY1mXK65HgrrgkpE-cw,Sushi | Bar Montecito,Montecito,4.72093023255814,0.8352690695845568,86,0.9186046511627907,4.0
4KAuy-zNBxD9QvnkldwEww,The Marquee,Santa Barbara,3.9148936170212765,1.1763944035842988,47,0.7872340425531915,2.0
4NozMd-0ufrS7sUZ95948w,Island Brewing Company,Carpinteria,4.387453874538745,0.9512513068534977,271,0.9077490774907749,2.0
4VW4_ghjdYw0Wl40Voa9cw,Delgado's Mexican Foods,Carpinteria,3.4065040650406506,1.5404075706308629,246,0.5975609756097561,2.0
4a_3ninzpidm2MwMcdRJ-g,Elephant Bar Restaurant,Goleta,2.788235294117647,1.2159076332308387,85,0.4235294117647059,2.0
4ejnTeRzv8z102DBIWjQLg,Ca' Dario Pizzeria,Santa Barbara,3.778688524590164,1.3206077681839854,122,0.6475409836065574,2.0
4h4Uskb7B8OTI7oDR7wImQ,Mesa Burger - Goleta,Goleta,3.881818181818182,1.3928508036161944,110,0.7272727272727273,2.0
